0 0
1 0,0356134086469289
2 0,0713506698655636
3 0,107211785230388
4 0,143196749282531
5 0,179305549473246
6 0,215538166106992
7 0,251894572284122
8 0,288374733843185
9 0,324978609302849
10 0,361706149803433
11 0,398557299048075
12 0,43553199324352
13 0,472630161040553
14 0,509851723474054
15 0,547196593902705
16 0,584664677948345
17 0,622255873434964
18 0,659970070327367
19 0,697807150669483
20 0,735766988522353
21 0,773849449901772
22 0,812054392715613
23 0,850381666700832
24 0,888831113360143
25 0,927402565898396
26 0,966095849158636
27 1,00491077955786
28 1,0438471650225
29 1,08290480492354
30 1,12208349001147
31 1,16138300235082
32 1,20080311525452
33 1,24034359321792
34 1,2800041918526
35 1,31978465781985
36 1,35968472876397
37 1,39970413324523
38 1,43984259067268
39 1,48009981123663
40 1,52047549584096
41 1,56096933603516
42 1,60158101394617
43 1,64231020220995
44 1,68315656390295
45 1,72411975247321
46 1,76519941167142
47 1,80639517548165
48 1,84770666805197
49 1,88913350362488
50 1,93067528646751
51 1,97233161080169
52 2,01410206073385
53 2,05598621018474
54 2,09798362281901
55 2,14009385197463
56 2,18231644059216
57 2,22465092114394
58 2,26709681556304
59 2,3096536351722
60 2,35232088061258
61 2,39509804177241
62 2,43798459771558
63 2,48098001661006
64 2,52408375565626
65 2,56729526101535
66 2,6106139677374
67 2,65403929968956
68 2,69757066948405
69 2,74120747840625
70 2,78494911634257
71 2,82879496170838
72 2,87274438137588
73 2,91679673060191
74 2,96095135295577
75 3,00520758024701
76 3,04956473245319
77 3,09402211764769
78 3,13857903192742
79 3,18323475934067
80 3,22798857181489
81 3,2728397290845
82 3,3177874786188
83 3,3628310555498
84 3,40796968260024
85 3,45320257001155
86 3,49852891547193
87 3,54394790404446
88 3,58945870809535
89 3,63506048722219
90 3,68075238818239
91 3,72653354482161
92 3,77240307800239
93 3,81836009553287
94 3,8644036920956
95 3,91053294917648
96 3,95674693499395
97 4,00304470442814
98 4,04942529895036
99 4,09588774655259
100 4,14243106167731
101 4,18905424514733
102 4,23575628409595
103 4,28253615189727
104 4,32939280809664
105 4,37632519834144
106 4,42333225431198
107 4,47041289365267
108 4,51756601990345
109 4,56479052243141
110 4,61208527636269
111 4,65944914251467
112 4,70688096732841
113 4,75437958280132
114 4,80194380642022
115 4,84957244109459
116 4,89726427509022
117 4,9450180819631
118 4,99283262049368
119 5,04070663462141
120 5,08863885337971
121 5,13662799083119
122 5,18467274600328
123 5,23277180282425
124 5,2809238300595
125 5,3291274812484
126 5,37738139464138
127 5,42568419313746
128 5,47403448422227
129 5,52243085990636
130 5,57087189666405
131 5,61935615537269
132 5,66788218125229
133 5,71644850380576
134 5,76505363675946
135 5,81369607800435
136 5,86237430953751
137 5,91108679740429
138 5,95983199164083
139 6,00860832621717
140 6,05741421898091
141 6,10624807160128
142 6,15510826951388
143 6,20399318186591
144 6,25290116146199
145 6,30183054471048
146 6,35077965157047
147 6,3997467854993
148 6,44873023340073
149 6,49772826557362
150 6,54673913566135
151 6,59576108060179
152 6,64479232057789
153 6,69383105896902
154 6,74287548230284
155 6,7919237602079
156 6,84097404536693
157 6,89002447347078
158 6,93907316317304
159 6,98811821604545
160 7,03715771653388
161 7,08618973191521
162 7,13521231225476
163 7,18422349036462
164 7,23322128176263
165 7,28220368463217
166 7,33116867978269
167 7,38011423061109
168 7,42903828306377
169 7,47793876559961
170 7,52681358915367
171 7,57566064710179
172 7,6244778152259
173 7,67326295168033
174 7,7220138969588
175 7,77072847386245
176 7,81940448746853
177 7,8680397251002
178 7,916631956297
179 7,9651789327864
180 8,01367838845609
181 8,06212803932739
182 8,11052558352935
183 8,158868701274
184 8,20715505483243
185 8,25538228851182
186 8,30354802863352
187 8,35164988351202
188 8,39968544343495
189 8,44765228064409
190 8,49554794931731
191 8,54336998555161
192 8,59111590734714
193 8,63878321459225
194 8,68636938904961
195 8,73387189434335
196 8,78128817594727
197 8,82861566117418
198 8,87585175916617
199 8,92299386088617
200 8,97003933911044
201 9,01698554842227
202 9,06382982520673
203 9,11056948764661
204 9,15720183571947
205 9,20372415119578
206 9,25013369763832
207 9,29642772040269
208 9,34260344663894
209 9,38865808529449
210 9,43458882711816
211 9,4803928446654
212 9,52606729230482
213 9,5716093062258
214 9,61701600444746
215 9,66228448682872
216 9,7074118350798
217 9,75239511277474
218 9,79723136536541
219 9,8419176201966
220 9,88645088652249
221 9,93082815552442
222 9,9750464003299
223 10,0191025760329
224 10,0629936197157
225 10,1067164504714
226 10,1502679694288
227 10,1936450597776
228 10,2368445867957
229 10,2798633978773
230 10,3226983225625
231 10,3653461725687
232 10,4078037418229
233 10,4500678064953
234 10,4921351250351
235 10,5340024382063
236 10,5756664691264
237 10,6171239233056
238 10,6583714886876
239 10,6994058356921
240 10,7402236172581
241 10,7808214688898
242 10,8211960087025
243 10,8613438374711
244 10,9012615386795
245 10,9409456785718
246 10,9803928062046
247 11,0195994535011
248 11,0585621353065
249 11,0972773494452
250 11,1357415767791
251 11,1739512812675
252 11,2119029100291
253 11,2495928934044
254 11,2870176450209
255 11,3241735618586
256 11,3610570243184
257 11,3976643962906
258 11,433992025226
259 11,4700362422083
260 11,5057933620279
261 11,5412596832572
262 11,576431488328
263 11,6113050436098
264 11,6458765994901
265 11,6801423904562
266 11,7140986351788
267 11,7477415365966
268 11,7810672820033
269 11,8140720431356
270 11,8467519762629
271 11,8791032222793
272 11,9111219067961
273 11,9428041402366
274 11,9741460179327
275 12,0051436202228
276 12,0357930125511
277 12,0660902455694
278 12,0960313552393
279 12,1256123629376
280 12,1548292755617
281 12,183678085638
282 12,2121547714312
283 12,2402552970554
284 12,2679756125873
285 12,2953116541804
286 12,3222593441811
287 12,3488145912469
288 12,3749732904659
289 12,4007313234776
290 12,4260845585962
291 12,4510288509351
292 12,4755600425329
293 12,4996739624818
294 12,5233664270566
295 12,5466332398465
296 12,5694701918881
297 12,5918730617996
298 12,6138376159177
299 12,6353596084353
300 12,6564347815414
301 12,6770588655626
302 12,6972275791059
303 12,716936629204
304 12,7361817114614
305 12,7549585102027
306 12,7732626986226
307 12,7910899389374
308 12,808435882538
309 12,8252961701455
310 12,8416664319669
311 12,8575422878542
312 12,8729193474641
313 12,8877932104194
314 12,9021594664729
315 12,916013695672
316 12,9293514685255
317 12,9421683461719
318 12,9544598805498
319 12,9662216145692
320 12,9774490822848
321 12,9881378090715
322 12,9982833118006
323 13,0078810990187
324 13,0169266711269
325 13,0254155205631
326 13,033343131985
327 13,0407049824552
328 13,0474965416274
329 13,0537132719349
330 13,0593506287803
331 13,0644040607268
332 13,0688690096916
333 13,0727409111401
334 13,0760151942823
335 13,0786872822709
336 13,0807525924003
337 13,082206536308
338 13,0830445201772
339 13,0832619449406
340 13,0828542064864
341 13,0818166958658
342 13,0801447995015
343 13,0778338993984
344 13,0748793733553
345 13,0712765951785
346 13,0670209348968
347 13,0621077589781
348 13,0565324305471
349 13,0502903096053
350 13,0433767532516
351 13,035787115905
352 13,0275167495284
353 13,0185610038543
354 13,0089152266113
355 12,9985747637528
356 12,9875349596866
357 12,975791157506
358 12,9633386992224
359 12,9501729259995
360 12,9362891783885
361 12,9216827965648
362 12,9063491205665
363 12,8902834905336
364 12,8734812469487
365 12,8559377308798
366 12,837648284223
367 12,8186082499481
368 12,7988129723442
369 12,7782577972673
370 12,7569380723889
371 12,7348491474461
372 12,7119863744927
373 12,6883451081517
374 12,6639207058686
375 12,638708528167
376 12,6127039389039
377 12,5859023055272
378 12,5582989993344
379 12,5298893957317
380 12,5006688744948
381 12,470632820031
382 12,4397766216418
383 12,4080956737869
384 12,3755853763495
385 12,3422411349021
386 12,3080583609742
387 12,2730324723198
388 12,2371588931873
389 12,2004330545892
390 12,1628503945735
391 12,1244063584959
392 12,0850963992925
393 12,0449159777545
394 12,0038605628023
395 11,9619256317619
396 11,9191066706412
397 11,8753991744078
398 11,830798647267
399 11,7853006029414
400 11,7389005649504
401 11,6915940668912
402 11,6433766527202
403 11,5942438770354
404 11,5441913053589
405 11,493214514421
406 11,4413090924443
407 11,3884706394285
408 11,3346947674363
409 11,2799771008796
410 11,2243132768059
411 11,1676989451861
412 11,1101297692024
413 11,0516014255363
414 10,9921096046582
415 10,9316500111164
416 10,870218363827
417 10,8078103963646
418 10,7444218572526
419 10,6800485102547
420 10,6146861346663
421 10,5483305256064
422 10,4809774943096
423 10,4126228684188
424 10,3432624922781
425 10,2728922272254
426 10,2015079518862
427 10,1291055624664
428 10,0556809730466
429 9,98123011587532
430 9,90574894166341
431 9,82923341987773
432 9,75167953903537
433 9,67308330699784
434 9,5934407512652
435 9,51274791927029
436 9,43100087867289
437 9,34819571765382
438 9,264328545209
439 9,17939549144338
440 9,09339270786475
441 9,00631636767741
442 8,91816266607565
443 8,82892782053697
444 8,73860807111518
445 8,6471996807331
446 8,55469893547507
447 8,46110214487908
448 8,36640564222862
449 8,27060578484405
450 8,1736989543737
451 8,07568155708441
